genes	predicted_functions
dnah7	uberon_0000033:0.497489034391,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
bmp7a	uberon_0000033:1.60909518257,uberon_0009124:0.0071196999555,uberon_0001944:0.0071196999555
loxl2a	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
e2f8	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
cx39.9	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
hnf1a	uberon_0000033:7.08470721029,uberon_0009124:0.00381412497616,uberon_0001944:0.00381412497616
dpysl2b	uberon_0000033:0.302771409757,uberon_0009124:0.00572118746424,uberon_0001944:0.00572118746424
nrarpb	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
nrarpa	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
unc5b	uberon_0000033:0.956709681521,uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013
six6b	uberon_0000033:1.59954397427,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
six6a	uberon_0000033:0.904539676173,uberon_0009124:0.00343271247855,uberon_0001944:0.00343271247855
hug	uberon_0000033:0.79651855404,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
bdnf	uberon_0001944:71.5229495068,uberon_0000033:2.07446447895,uberon_0009124:0.013603712415
myd88	uberon_0000033:0.095789702985,uberon_0009124:0.0155107749031,uberon_0001944:0.0155107749031
nkd1	uberon_0000033:0.507583590997,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
esr2a	uberon_0001944:93.9311569823,uberon_0000033:4.75301059146,uberon_0009124:0.0104252749348
vdrb	uberon_0001944:79.9444968666,uberon_0000033:5.11746845617,uberon_0009124:0.0122051999237
gsc	uberon_0000033:0.0487158943849,uberon_0009124:0.00266988748331,uberon_0001944:0.00266988748331
arl6	uberon_0000033:27.3008596283,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
tgs1	uberon_0000033:2.45496023416,uberon_0009124:0.0203419998729,uberon_0001944:0.0203419998729
cul2	uberon_0000033:0.172593178647,uberon_0009124:0.00495836246901,uberon_0001944:0.00495836246901
ptenb	uberon_0000033:9.52294611291,uberon_0009124:0.0338185747886,uberon_0001944:0.0338185747886
pdhb	uberon_0000033:0.283725286343,uberon_0009124:0.00966244993961,uberon_0001944:0.00966244993961
ptena	uberon_0000033:7.46908189713,uberon_0009124:0.0294958998157,uberon_0001944:0.0294958998157
atat1	uberon_0000033:0.0764096370224,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
fsta	uberon_0009124:260.187147458,uberon_0000033:2.98742038859,uberon_0001944:0.00381412497616
bambia	uberon_0000033:1.20682138693,uberon_0009124:0.00533977496663,uberon_0001944:0.00533977496663
sox11a	uberon_0000033:11.1637640463,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
syt7b	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
furina	uberon_0000033:2.82715656983,uberon_0009124:0.0094081749412,uberon_0001944:0.0094081749412
furinb	uberon_0000033:1.05209038306,uberon_0009124:0.00889962494438,uberon_0001944:0.00889962494438
mpzl1l	uberon_0000033:0.0764096370224,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
socs3a	uberon_0000033:1.37766194139,uberon_0009124:0.00457694997139,uberon_0001944:0.00457694997139
pomca	uberon_0001944:23.1691870085,uberon_0000033:2.98351400654,uberon_0009124:0.0397940372513
ndufs5	uberon_0000033:0.038185184708,uberon_0009124:0.00762824995232,uberon_0001944:0.00762824995232
coil	uberon_0000033:6.83517556696,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
bsg	uberon_0000033:8.02671138611,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
crfb17	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
tyr	uberon_0000033:0.45922064713,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
snrpf	uberon_0000033:27.8337556844,uberon_0009124:0.0250460873435,uberon_0001944:0.0250460873435
heatr1	uberon_0000033:243.940453919,uberon_0009124:0.0111880999301,uberon_0001944:0.0111880999301
dnmt1	uberon_0000033:6.19688277067,uberon_0009124:0.0113152374293,uberon_0001944:0.0113152374293
pomt1	uberon_0000033:2.00091145881,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
lpp	uberon_0000033:0.103529420164,uberon_0009124:0.00457694997139,uberon_0001944:0.00457694997139
camk2g1	uberon_0000033:0.412701864455,uberon_0009124:0.0104252749348,uberon_0001944:0.0104252749348
usp1	uberon_0000033:0.688830970695,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
msh2	uberon_0000033:5.40070641863,uberon_0009124:0.00991672493802,uberon_0001944:0.00991672493802
zc4h2	uberon_0000033:24.2129136371,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
usp4	uberon_0000033:11.2244101974,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
egr1	uberon_0000033:25.9229519639,uberon_0009124:0.024156124849,uberon_0001944:0.024156124849
dvl2	uberon_0000033:7.16745511008,uberon_0009124:0.0298773123133,uberon_0001944:0.0298773123133
cep70	uberon_0000033:10.6778372042,uberon_0009124:0.010552412434,uberon_0001944:0.010552412434
cx43.4	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
disc1	uberon_0000033:0.0719292070105,uberon_0009124:0.00254274998411,uberon_0001944:0.00254274998411
ihhb	uberon_0000033:11.0912236491,uberon_0009124:0.0157650499015,uberon_0001944:0.0157650499015
rpl7l1	uberon_0000033:311.071027654,uberon_0009124:0.0283516623228,uberon_0001944:0.0283516623228
xpo1a	uberon_0000033:66.860504893,uberon_0009124:0.0237747123514,uberon_0001944:0.0237747123514
snai1a	uberon_0000033:4.68588085801,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
snai1b	uberon_0000033:6.82521490708,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
asah1b	uberon_0000033:1.33939355413,uberon_0009124:0.00444981247219,uberon_0001944:0.00444981247219
hif1ab	uberon_0000033:7.1496376437,uberon_0009124:0.0166550123959,uberon_0001944:0.0166550123959
ect2	uberon_0000033:5.49552002572,uberon_0009124:0.0183077998856,uberon_0001944:0.0183077998856
actn3a	uberon_0000033:0.0385165814422,uberon_0009124:0.00889962494438,uberon_0001944:0.00889962494438
hif1an	uberon_0000033:0.187693714956,uberon_0009124:0.00216133748649,uberon_0001944:0.00216133748649
hif1al	uberon_0000033:7.3485628506,uberon_0009124:0.0124594749221,uberon_0001944:0.0124594749221
rpl6	uberon_0000033:188.591459243,uberon_0009124:0.0258089123387,uberon_0001944:0.0258089123387
mak16	uberon_0000033:208.521402252,uberon_0009124:0.014875087407,uberon_0001944:0.014875087407
mta3	uberon_0000033:15.521625637,uberon_0009124:0.00724683745471,uberon_0001944:0.00724683745471
aldh1l1	uberon_0000033:0.61127709618,uberon_0009124:0.00203419998729,uberon_0001944:0.00203419998729
ptpn9a	uberon_0000033:0.0382048185112,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
gucy2f	uberon_0000033:9.16877799251,uberon_0009124:0.0095353124404,uberon_0001944:0.0095353124404
znf143b	uberon_0000033:15.5957856522,uberon_0009124:0.00584832496345,uberon_0001944:0.00584832496345
scg5	uberon_0000033:1.24788540045,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
tcf7l1a	uberon_0000033:14.0618249391,uberon_0009124:0.0124594749221,uberon_0001944:0.0124594749221
dpm1	uberon_0000033:0.802301188736,uberon_0009124:0.00266988748331,uberon_0001944:0.00266988748331
igf1rb	uberon_0000033:11.2996702507,uberon_0009124:0.0156379124023,uberon_0001944:0.0156379124023
igf1ra	uberon_0000033:11.5121613603,uberon_0009124:0.0155107749031,uberon_0001944:0.0155107749031
wdr82	uberon_0000033:11.5624297715,uberon_0009124:0.00851821244676,uberon_0001944:0.00851821244676
uqcrb	uberon_0000033:0.0385165814422,uberon_0009124:0.00889962494438,uberon_0001944:0.00889962494438
rhoab	uberon_0000033:12.2074416813,uberon_0009124:0.0375055622656,uberon_0001944:0.0375055622656
itga9	uberon_0000033:0.376531634331,uberon_0009124:0.00978958743882,uberon_0001944:0.00978958743882
lama2	uberon_0000033:0.0225486043123,uberon_0009124:0.00597546246265,uberon_0001944:0.00597546246265
lama4	uberon_0000033:0.172593178647,uberon_0009124:0.00495836246901,uberon_0001944:0.00495836246901
lama5	uberon_0000033:0.240928083881,uberon_0009124:0.0047040874706,uberon_0001944:0.0047040874706
vps39	uberon_0000033:0.878710825758,uberon_0009124:0.00292416248172,uberon_0001944:0.00292416248172
hs2st1a	uberon_0000033:0.00724251242143,uberon_0009124:0.00305129998093,uberon_0001944:0.00305129998093
itga5	uberon_0000033:0.938468574782,uberon_0009124:0.0108066874325,uberon_0001944:0.0108066874325
itga7	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
srebf1	uberon_0000033:4.28454426825,uberon_0009124:0.0221219248617,uberon_0001944:0.0221219248617
sra1	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
apoa2	uberon_0000033:0.535757421652,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
pcdh8	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
slc39a10	uberon_0000033:0.343843366601,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
ctnna1	uberon_0000033:7.53295694684,uberon_0009124:0.0123323374229,uberon_0001944:0.0123323374229
otpa	uberon_0000033:1.57255075257,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
hsd3b1	uberon_0000033:0.63974069204,uberon_0009124:0.00724683745471,uberon_0001944:0.00724683745471
rbck1	uberon_0000033:0.382683872608,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
otpb	uberon_0000033:1.25214434645,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
top2b	uberon_0000033:36.6499664895,uberon_0009124:0.0247918123451,uberon_0001944:0.0247918123451
top2a	uberon_0000033:0.799771987136,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
pcgf1	uberon_0000033:1.59303710808,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
suv39h1a	uberon_0000033:4.04040357351,uberon_0009124:0.00330557497934,uberon_0001944:0.00330557497934
fgfrl1b	uberon_0000033:0.420952259869,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
psmd7	uberon_0000033:15.0983879246,uberon_0009124:0.0227576123578,uberon_0001944:0.0227576123578
psmd6	uberon_0000033:18.1490260818,uberon_0009124:0.0227576123578,uberon_0001944:0.0227576123578
itgav	uberon_0000033:0.991696088207,uberon_0009124:0.0106795499333,uberon_0001944:0.0106795499333
dyrk1b	uberon_0000033:7.77504114252,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
sh3kbp1	uberon_0000033:0.387365600407,uberon_0009124:0.0125866124213,uberon_0001944:0.0125866124213
myh10	uberon_0000033:4.21297140507,uberon_0009124:0.00495836246901,uberon_0001944:0.00495836246901
rab8a	uberon_0000033:12.1749213611,uberon_0009124:0.0151293624054,uberon_0001944:0.0151293624054
ilk	uberon_0000033:16.839227738,uberon_0009124:0.0180535248872,uberon_0001944:0.0180535248872
egfl7	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
cacna1da	uberon_0000033:0.0294436101431,uberon_0009124:0.00750111245312,uberon_0001944:0.00750111245312
prop1	uberon_0000033:4.00182291762,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
cacnb4a	uberon_0000033:0.670104896229,uberon_0009124:0.00737397495391,uberon_0001944:0.00737397495391
cacnb4b	uberon_0000033:0.650562583434,uberon_0009124:0.00216133748649,uberon_0001944:0.00216133748649
wnt3	uberon_0000033:10.1837513852,uberon_0009124:0.0125866124213,uberon_0001944:0.0125866124213
wnt2	uberon_0000033:8.00364583523,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
wnt1	uberon_0000033:9.49620571366,uberon_0009124:0.0250460873435,uberon_0001944:0.0250460873435
lix1l	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
rps15a	uberon_0000033:145.881441729,uberon_0009124:0.0330557497934,uberon_0001944:0.0330557497934
cyp20a1	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
zic5	uberon_0000033:24.1694976231,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
zic3	uberon_0000033:0.191024092556,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
zic1	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
fgf24	uberon_0000033:10.3392607848,uberon_0009124:0.00305129998093,uberon_0001944:0.00305129998093
fgf22	uberon_0000033:0.91844129426,uberon_0009124:0.00305129998093,uberon_0001944:0.00305129998093
rnf113a	uberon_0000033:7.97704728599,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
ncoa2	uberon_0009124:0.0239018498506,uberon_0001944:0.0239018498506,uberon_0000033:0.00525591438645
cyfip2	uberon_0000033:1.45668128265,uberon_0009124:0.0104252749348,uberon_0001944:0.0104252749348
kif6	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
kif7	uberon_0000033:7.97704728599,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
casp3a	uberon_0000033:31.6479029975,uberon_0009124:0.0157650499015,uberon_0001944:0.0157650499015
lrrn1	uberon_0000033:1.57255075257,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
trnt1	uberon_0000033:0.0764096370224,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
mc4r	uberon_0000033:0.0196489539102,uberon_0009124:0.0108066874325,uberon_0001944:0.0108066874325
bbs9	uberon_0000033:20.5185521852,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
bbs1	uberon_0000033:10.2778975688,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
bbs2	uberon_0000033:17.9007901849,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
ntn4	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
bbs4	uberon_0000033:38.2389021207,uberon_0009124:0.0024156124849,uberon_0001944:0.0024156124849
bbs7	uberon_0000033:12.6176148997,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
lepr	uberon_0000033:0.0763526741577,uberon_0009124:0.00546691246583,uberon_0001944:0.00546691246583
mkks	uberon_0000033:51.2638167522,uberon_0009124:0.0095353124404,uberon_0001944:0.0095353124404
gata6	uberon_0000033:1.14805161782,uberon_0009124:0.00381412497616,uberon_0001944:0.00381412497616
mcu	uberon_0000033:0.344415485347,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
gata5	uberon_0000033:0.765367745216,uberon_0009124:0.00254274998411,uberon_0001944:0.00254274998411
lepa	uberon_0000033:0.0860001037254,uberon_0009124:0.00444981247219,uberon_0001944:0.00444981247219
gata3	uberon_0000033:2.93110452388,uberon_0009124:0.0100438624372,uberon_0001944:0.0100438624372
slc4a4a	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
ogt.1	uberon_0000033:0.954158596732,uberon_0009124:0.00572118746424,uberon_0001944:0.00572118746424
ntrk2b	uberon_0000033:0.802466608129,uberon_0009124:0.00597546246265,uberon_0001944:0.00597546246265
ogt.2	uberon_0000033:1.12123462314,uberon_0009124:0.00546691246583,uberon_0001944:0.00546691246583
prrc1	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
nme2b.1	uberon_0000033:11.771387093,uberon_0009124:0.0211048248681,uberon_0001944:0.0211048248681
cxcl12a	uberon_0000033:0.05281038252,uberon_0009124:0.0308944123069,uberon_0001944:0.0308944123069
cxcl12b	uberon_0009124:0.0298773123133,uberon_0001944:0.0298773123133,uberon_0000033:5.33866059256e-06
col27a1a	uberon_0000033:0.070034063202,uberon_0009124:0.00800966244994,uberon_0001944:0.00800966244994
gne	uberon_0000033:0.91844129426,uberon_0009124:0.00305129998093,uberon_0001944:0.00305129998093
kdm6al	uberon_0000033:7.50268024104,uberon_0009124:0.00521263746742,uberon_0001944:0.00521263746742
egfra	uberon_0000033:5.57433850793,uberon_0009124:0.0273345623292,uberon_0001944:0.0273345623292
prkd1	uberon_0000033:0.636823083453,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
per1b	uberon_0000033:0.521266585878,uberon_0009124:0.00673828745789,uberon_0001944:0.00673828745789
rpl35a	uberon_0000033:152.115613025,uberon_0009124:0.0266988748331,uberon_0001944:0.0266988748331
ik	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
tmem165	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
agtpbp1	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
dpm2	uberon_0000033:0.904539676173,uberon_0009124:0.00343271247855,uberon_0001944:0.00343271247855
canx	uberon_0000033:6.20231370418,uberon_0009124:0.00750111245312,uberon_0001944:0.00750111245312
myod1	uberon_0009124:121.378525058,uberon_0000033:7.37668298113,uberon_0001944:0.0319115123006
pitpnaa	uberon_0000033:1.57255075257,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
ccnc	uberon_0000033:0.416431858673,uberon_0009124:0.0124594749221,uberon_0001944:0.0124594749221
nf1b	uberon_0000033:1.64317406125,uberon_0009124:0.0048312249698,uberon_0001944:0.0048312249698
cdca8	uberon_0000033:81.2861893511,uberon_0009124:0.0175449748903,uberon_0001944:0.0175449748903
nin	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
ush2a	uberon_0000033:0.636823083453,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
slc12a10.2	uberon_0000033:2.00091145881,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
tnnt2d	uberon_0000033:1.0715148433,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
tnnt2a	uberon_0000033:2.52571355921,uberon_0009124:0.00839107494756,uberon_0001944:0.00839107494756
kremen1	uberon_0000033:11.1421513925,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
tardbp	uberon_0000033:2.49577080089,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
hmgcs1	uberon_0000033:2.01136897821,uberon_0009124:0.00889962494438,uberon_0001944:0.00889962494438
ptpn11a	uberon_0009124:0.0242832623482,uberon_0001944:0.0242832623482,uberon_0000033:0.0120979906856
gnl3l	uberon_0000033:289.360912798,uberon_0009124:0.0202148623737,uberon_0001944:0.0202148623737
jazf1b	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
tjp1a	uberon_0000033:3.80875702405,uberon_0009124:0.0071196999555,uberon_0001944:0.0071196999555
alas2	uberon_0000033:0.436043947759,uberon_0009124:0.00635687496027,uberon_0001944:0.00635687496027
wnt5b	uberon_0000033:19.9848035712,uberon_0009124:0.0150022249062,uberon_0001944:0.0150022249062
